,tweet_id,user_id,location_id,created_at,language,source,tweet_mentions,reply_settings,possibly_sensitive,like_count,retweet_count,quote_count,reply_count,text,country,place_type,location_geo,longitude,latitude
40,999020887180562433,2453581178,03c6dc32cfade603,2018-05-22 20:15:15+00:00,nl,No source,"dewlanna,JillPeetersWX,lieselotboens",everyone,False,0,0,0,0,@dewlanna @JillPeetersWX @lieselotboens Is dat geen oog van een depressie ? oogje:),Belgique,city,Kalmthout,51.4031672,4.45964525
45,1010329392843771904,1132047716,2a8a74486cd0d519,2018-06-23 01:11:12+00:00,nl,No source,No mention,everyone,False,0,0,0,0,In deze special laat NOS op 3 je ervaren hoe het is om een depressie te hebben. #ikziewatjijnietziet https://t.co/uEtgi7y2g8,Belgique,city,Anvers,51.2605565,4.35819025
51,1019950306250117122,197748084,2a8a74486cd0d519,2018-07-19 14:21:17+00:00,nl,No source,No mention,everyone,False,4,0,0,0,De hardste les die ge leert als ge samen zijt met iemand in een depressie https://t.co/M1MQ8IKAwI,Belgique,city,Anvers,51.2605565,4.35819025
53,1017374640749076480,2999805868,519c0c0fffdf7bb9,2018-07-12 11:46:30+00:00,nl,No source,demorgen,everyone,False,0,0,0,0,"Een goed functionerend maag-/ darmstelsel is van essentieel belang, ook op blessures... #TopArticle #health #lifestyle #coaching @demorgen https://t.co/VwqIYq0BHL https://t.co/yF8jDzDVkJ",Belgique,city,Dessel,51.2443176,5.1182669999999995
55,1016405876113133568,705149122110738434,4c9bbfa11e396ed1,2018-07-09 19:36:59+00:00,nl,No source,No mention,everyone,False,52,8,1,8,"Vandaag bijna mijn relatie naar de zak geholpen, gotta love mijn depressie, haha wanneer stopt dit? Ik doe zo hard mijn best maar het blijft maar mislopen. Ben gewoon gedoemd om te mislukken ofzo :)))",Belgique,city,Mortsel,51.175232550000004,4.4583958500000005
58,1013863887429685249,28334103,a2e38f0f2892c5d8,2018-07-02 19:16:02+00:00,nl,No source,No mention,everyone,False,4,0,0,3,Morgen gaat er niemand werken wegens een nationale depressie. #BELJAP,Belgique,city,Boom,51.09326795,4.3728812
62,1029108710155739139,2302243012,cbccad0db97a1fff,2018-08-13 20:53:31+00:00,nl,No source,No mention,everyone,False,0,0,0,0,@SamDePaep Mijn depressie ook,Belgique,city,Kapellen,51.328623750000006,4.45498255
63,1027307436007456769,620201425,52e0f89ce306d8eb,2018-08-08 21:35:53+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Wanneer iemand hulp vraagt ivm depressie en ik die persoon gewoon zo goed voel, gewoon door mijn eigen verleden of heden",Belgique,city,Turnhout,51.32898145,4.93672415
65,1045757719427387392,2813264885,2a8a74486cd0d519,2018-09-28 19:30:44+00:00,nl,No source,"terzaketv,AnnaGapminder",everyone,False,0,0,0,0,"@terzaketv @AnnaGapminder Ik vrees eerder het omgekeerde. Ik denk dat feitenkennis gegarandeerd leidt tot een depressie, of erger.",Belgique,city,Anvers,51.2605565,4.35819025
67,1044029468204060672,254092073,2a8a74486cd0d519,2018-09-24 01:03:17+00:00,nl,No source,No mention,everyone,False,257,50,0,0,Deze hond ziet eruit alsof die mensen met een depressie gewoon kan genezen zoals Jezus lamme mensen geneest https://t.co/RNZE0aeWCZ,Belgique,city,Anvers,51.2605565,4.35819025
71,1040124626666487808,1219125632,cc3625d1c7796fb0,2018-09-13 06:26:50+00:00,nl,No source,No mention,everyone,False,0,0,0,1,"#SvenGatz van de #VLD neemt iedere dag medicatie tegen #depressie 
https://t.co/Aoy308Av8D",Belgique,city,Schoten,51.2700051,4.5041295
77,1052958744395620352,1106609658,2a8a74486cd0d519,2018-10-18 16:25:02+00:00,nl,No source,Zwoltopia,everyone,False,2,0,0,0,"@Zwoltopia Jeroen toch, never knew. Moedig van u om ermee naar buiten te komen. Kom, ik zal het overnemen van u. De depressie hé. Dan kunt gij doorgaan met awesome Zwollie art te maken!",Belgique,city,Anvers,51.2605565,4.35819025
86,1061601708575547392,295970255,2a8a74486cd0d519,2018-11-11 12:49:05+00:00,nl,No source,No mention,everyone,False,0,0,0,0,@elbje_ Das gewoon om een depressie op te lopen ocharme die vrouwen vooral die met niemand mogen omgaan en ook ni ademen zonder toestemming,Belgique,city,Anvers,51.2605565,4.35819025
89,1059410320488316928,1412543640,2a8a74486cd0d519,2018-11-05 11:41:17+00:00,nl,No source,No mention,everyone,False,15,1,0,1,"Ik deed niets, wat mijn eetstoornis en depressie vrij spel gaf om jolig hun gang te gaan, ten koste van mij. Tot op het punt dat er een derde speler zijn intrede maakte: zelfmoordgedachten. Ik zag geen uitweg meer en niets in mijn leven was zeker of was nog de moeite.",Belgique,city,Anvers,51.2605565,4.35819025
90,1059410318521221120,1412543640,2a8a74486cd0d519,2018-11-05 11:41:17+00:00,nl,No source,No mention,everyone,False,15,1,0,1,"De put waar ik in zat, werd steeds dieper en dieper, mijn depressie erger en mijn eetstoornis deed op zijn hoogtepunt mijn gewicht zakken naar 57kg(ik ben 1m88). En toch was ik ervan overtuigd dat ik zelf nog controle had en dat ik hulp niet nodig had, laat staan verdiende",Belgique,city,Anvers,51.2605565,4.35819025
93,1071877452560035840,3317011955,ad0818e2fb208dde,2018-12-09 21:21:13+00:00,nl,No source,sasha_illegems,everyone,False,0,0,0,1,@Mega_Colin16 @sasha_illegems jullie dachten echt dat deze depressie door Ariana kwam eh...?,Belgique,city,Brasschaat,51.3100078,4.49961725
95,1069727568633450496,2473843932,2a8a74486cd0d519,2018-12-03 22:58:21+00:00,nl,No source,No mention,everyone,False,150,90,2,1,"depressie is iets real. een spiraal van onnodige gedachten die het leven opeens moeilijker en droeviger maken. hoe meer je nadenkt, des te dieper je in die put valt.",Belgique,city,Anvers,51.2605565,4.35819025
