,tweet_id,user_id,location_id,created_at,language,source,tweet_mentions,reply_settings,possibly_sensitive,like_count,retweet_count,quote_count,reply_count,text,country,place_type,location_geo,longitude,latitude
233,1012575845045727232,866157062,6d6198a460e4073a,2018-06-29 05:57:48+00:00,nl,No source,No mention,everyone,False,35,26,2,4,"EUCO top Brussel - #Asiel en #Migratie - De #mensensmokkelaars en #NGO’s krijgen een boost - ZE KUNNEN HUN GANG BLIJVEN GAAN WANT ER ZAL NIETS VERANDEREN - de illegale weg naar het Gouden Europa ligt nog steeds wagewijd open, MAAR alle landenbazen zijn wel tevreden",Belgique,city,Malines,51.0348807,4.45953225
243,1010622550005768194,68365981,74178157a15de42d,2018-06-23 20:36:07+00:00,nl,No source,No mention,everyone,False,14,1,0,0,Ik ben er zeker van. Wij zijn blij met de Rode Duivels en met Hazard en Lukakaku en ALLE anderen. En met Martinez ook. Dat is toch een tijd geleden. Belgen zijn tevreden. Historisch.,Belgique,city,Bornem,51.09228505,4.249912
247,1010073691399577601,847905649,6c958f49cb67ee98,2018-06-22 08:15:08+00:00,nl,No source,hansanders,everyone,False,0,0,0,1,Ipv slechte commentaar zoals de meeste doe ik het andersom. Na al die jaren nog altijd zeer tevreden van @hansanders . Altijd goede en correcte uitleg .,Belgique,city,Mol,51.2382776,5.13871425
248,1009858548669517825,339629698,ad0818e2fb208dde,2018-06-21 18:00:14+00:00,nl,No source,"krannoot,InnPeeters,Michel140476,FransVerstrepe2,Culturefreak12,descheemaecker9,auteur_Remo,jassogne,ReneRemis,DesmitPier,josephsneyers,MarcWyseur,patrickvdbp,Krid_Stems,Joke1959,GabyHemeryck,WimVanOsselaer1,luckywhey,Brookskim1974,jokevandevelde1,vdputter,MariaVANL,LucVervloet,Zu_Demir,GeertGooris",everyone,False,3,0,0,0,"@krannoot @InnPeeters @Michel140476 @FransVerstrepe2 @Culturefreak12 @descheemaecker9 @auteur_Remo @jassogne @ReneRemis @DesmitPier @josephsneyers @MarcWyseur @patrickvdbp @Krid_Stems @Joke1959 @GabyHemeryck @WimVanOsselaer1 @luckywhey @KarinVanRoyen @Brookskim1974 @jokevandevelde1 @vdputter @MariaVANL @Rudpren @LucVervloet @Zu_Demir @GeertGooris @VRT_NU Onderscheiding dus 👍
Was ik in '86 bij het behalen van mijn A1 ook tevreden mee 😂",Belgique,city,Brasschaat,51.3100078,4.49961725
249,1009856392809902084,166942907,18816e8a2c82bdb1,2018-06-21 17:51:40+00:00,nl,No source,"LucasDelascosas,Coolblue_NL",everyone,False,1,0,0,0,@LucasDelascosas Had ik beter gedaan. Maar ik weet dat @Coolblue_NL hard zijn best doet om hun klanten tevreden te houden. Ze gaan dit goed oplossen 😉,Belgique,city,Bonheiden,51.0185107,4.568959700000001
255,1009517093455265792,913023085,6d6198a460e4073a,2018-06-20 19:23:25+00:00,nl,No source,No mention,everyone,False,56,4,2,2,"Tevreden voorzitter gaat slapen met akkoord van talentvolle, jonge Belgische centrale verdediger. Morgen dus weer  nieuwkomer op de Schorre.  Uitkijken naar de 5de transfer @Kustboys. Weer eentje met #KVODNA. En zo kunnen we gerust de nacht in. 💚❤️💛 KVO 3.0 nog niet volledig!",Belgique,city,Malines,51.0348807,4.45953225
258,1009087401237602304,140153262,1e35b5b987da70cf,2018-06-19 14:55:59+00:00,nl,No source,"krannoot,Culturefreak12,patrickvdbp,josephsneyers,WimVanOsselaer1,DesmitPier,InnPeeters,luckywhey,MarcWyseur,EddyBSB,Brookskim1974,FransVerstrepe2,ReneRemis,jokevandevelde1,descheemaecker9,Krid_Stems,vdputter,auteur_Remo,MariaVANL,LucVervloet,GabyHemeryck,jassogne",everyone,False,5,0,0,2,@krannoot @Culturefreak12 @patrickvdbp @josephsneyers @WimVanOsselaer1 @DesmitPier @InnPeeters @luckywhey @MarcWyseur @KarinVanRoyen @EddyBSB @Brookskim1974 @FransVerstrepe2 @ReneRemis @jokevandevelde1 @descheemaecker9 @Krid_Stems @vdputter @auteur_Remo @MariaVANL @Rudpren @LucVervloet @GabyHemeryck @jassogne Zijn tevreden met een appel en een ei.,Belgique,city,Zwijndrecht,51.223332049999996,4.3237290999999995
263,1008428078702395393,3123366100,2a8a74486cd0d519,2018-06-17 19:16:04+00:00,nl,No source,TomA3aenssens,everyone,False,0,0,0,0,"@TomA3aenssens 3.  Welk theater zou er nog bestaan zonder subsidies?  Gaan we verder de discussie doortrekken?  Sloop dan alle culturele centra.  Ik weet het wel, nationalisten overal ter wereld zijn tevreden met het genre 'antwaarps theater'.",Belgique,city,Anvers,51.2605565,4.35819025
264,1008402017302269953,136303256,6d6198a460e4073a,2018-06-17 17:32:30+00:00,nl,No source,"philippemuyters,cdenv",everyone,False,1,0,0,2,"Ok, ik ben tevreden. @philippemuyters zal VDAB vragen om #SWT-ers te activeren. Bij weigering van geschikte job, volgt schorsing. Wie echt verder wil, wordt geholpen. Kan me voorstellen dat @cdenv het daar ook mee eens is #7dag",Belgique,city,Malines,51.0348807,4.45953225
266,1008070516341649408,761768937667330048,cf8a56969a385804,2018-06-16 19:35:14+00:00,nl,No source,No mention,everyone,False,0,0,0,0,@YoungCrazyFool Wauw 😃 proficiat! Dan ben ik zelf ook wel tevreden over m’n eigen kunnen hierdoor. Keep up the good work!,Belgique,city,Lier,51.1192098,4.5745699
269,1007273311443800066,2394221167,2a8a74486cd0d519,2018-06-14 14:47:26+00:00,nl,No source,Lachenbe,everyone,False,1,0,0,0,@Lachenbe We nemen een zebra dan is iedereen tevreden😉,Belgique,city,Anvers,51.2605565,4.35819025
276,1005441521469067265,761768937667330048,cf8a56969a385804,2018-06-09 13:28:33+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Google haalt eitje uit sla emoji om vegans tevreden te houden... 😶🤭 https://t.co/FZ8bWHYQIJ,Belgique,city,Lier,51.1192098,4.5745699
290,1022490001790193664,54662957,2a8a74486cd0d519,2018-07-26 14:33:08+00:00,nl,No source,vvanneste,everyone,False,0,0,0,0,"@vvanneste en tevreden over?
linkje?",Belgique,city,Anvers,51.2605565,4.35819025
292,1022200016688082947,781533162103078912,50a87753238ec07f,2018-07-25 19:20:50+00:00,nl,No source,"JensAdams,tourdewallonie",everyone,False,0,0,0,0,"@JensAdams @TourdeWallonie Jullie tevreden , iedereen tevreden veel succes in Wallonië 👍😄",Belgique,city,Herentals,51.15946015,4.82910865
294,1022013739116257281,2394221167,2a8a74486cd0d519,2018-07-25 07:00:38+00:00,nl,No source,krannoot,everyone,False,1,0,0,1,"@krannoot @amaerevoet3 Je moet tegenwoordig mensen hebben met durf en moed, hoe men dat noemt in theorie is voor mij van geen belang als het in de praktijk maar werkt dan ben ik allang tevreden!",Belgique,city,Anvers,51.2605565,4.35819025
301,1020933484448272385,42413938,6ed503631df3146d,2018-07-22 07:28:05+00:00,nl,No source,DrBertSmits,everyone,False,0,0,0,0,"@DrBertSmits Zolang er niet op de groen gestemd wordt ben ik al tevreden.. liefst een nieuwe partij geleid door mensen uit het bedrijfsleven zodat er eerst in Brussel wat drastische beslissingen genomen worden,het afschaffen van een paar regeringen is er één van!!",Belgique,city,Hemiksem,51.14564775,4.34039935
305,1020075757970784256,21822569,2a8a74486cd0d519,2018-07-19 22:39:47+00:00,nl,No source,"pxsmusicmAIstro,SpotifyCares,proximus,Telenet",everyone,False,0,0,0,0,"@pxsmusicmAIstro @SpotifyCares Héla @proximus ... géén sluikreclame op mijn account. Ik ben al 7 jaar tevreden klant van @Telenet. Hun support team mag er trouwens ook wezen, kan ik van jullie niet zeggen 🙄 Probeer hén maar es te kloppen als beste én snelste ISP. #SluikreclameSucks",Belgique,city,Anvers,51.2605565,4.35819025
307,1019941764944232448,393935011,2a8a74486cd0d519,2018-07-19 13:47:21+00:00,nl,No source,"DepuydtCaroline,absymtweets",everyone,False,1,0,0,0,@DepuydtCaroline @absymtweets Ik ben ook zeer tevreden van #mediris. Ik gebruik dit nu bijna 1 jaar. #recipe,Belgique,city,Anvers,51.2605565,4.35819025
308,1018948231953346560,203885659,cc3625d1c7796fb0,2018-07-16 19:59:24+00:00,nl,No source,BartStandaert,everyone,False,1,0,0,1,"@BartStandaert Met 95 ben ik tevreden, 90 zou nog beter zijn. #succes",Belgique,city,Schoten,51.2700051,4.5041295
309,1018769174808719362,300131903,0f9888aee48defbf,2018-07-16 08:07:53+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Afgelopen zaterdag weer 2 workshops burlesque! Superleuke groepen &amp; iedereen tevreden naar huis! Feedback: 
Ze deed het echt super leuk! Wist goed mee te gaan in de sfeer en kon ons echt wel loskrijgen😂 Eten en drinken was ook lekker en precies voldoende ook ☺️ https://t.co/YlPiwIcdyd",Belgique,city,Wuustwezel,51.385130950000004,4.611856
311,1018247498115186689,2394221167,2a8a74486cd0d519,2018-07-14 21:34:56+00:00,nl,No source,"Jongnva,de_NVA,freek_niesten,gillesDM92,AmadeoVH,SafaiDarya,Zu_Demir,AnnickDeRidder,DuchateauFons,Jongnva",everyone,False,1,0,0,1,@Aaahmehoela @Jongnva @de_NVA @freek_niesten @gillesDM92 @AmadeoVH @SafaiDarya @Zu_Demir @AnnickDeRidder @DuchateauFons Ik vraag me af als dit de visie is van de gehele @Jongnva dat beloofd voor de toekomst niet veel goeds! De beleidsmensen die nu actief actief zijn in ons beleid ben ik ook zeer tevreden!,Belgique,city,Anvers,51.2605565,4.35819025
316,1017999838099791872,784113198077272064,50a87753238ec07f,2018-07-14 05:10:49+00:00,nl,No source,No mention,everyone,False,13,0,0,3,Goeiemorgend iedereen...sta 's morgens op met de gedachte om 's avonds tevreden naar bed te gaan...🌞☕😎🍰 https://t.co/1ZZhhaCjJ6,Belgique,city,Herentals,51.15946015,4.82910865
317,1017311695105126401,385373190,2a8a74486cd0d519,2018-07-12 07:36:23+00:00,nl,No source,No mention,everyone,False,2,5,0,1,"#Unia was burgerlijke partij in deze zaak van antisemitisch vandalisme. In totaal registreerden we in 2017, 56 feiten: vooral scheldpartijen en bedreigingen. In 4 dossiers waren mensen het mikpunt van geweld omdat ze joods waren. https://t.co/0Fqz4HuOm0 https://t.co/zXIzBAhLx4",Belgique,city,Anvers,51.2605565,4.35819025
318,1017150677397712897,151094934,6ed503631df3146d,2018-07-11 20:56:33+00:00,nl,No source,No mention,everyone,False,1,0,0,0,"Kroatië wint van Frankrijk en België wint van Engeland met een doelpunt van Januzaj, dan ben ik terug tevreden!",Belgique,city,Hemiksem,51.14564775,4.34039935
321,1017118433459212289,778983308390703104,d4981b9e9f0695b5,2018-07-11 18:48:26+00:00,nl,No source,No mention,everyone,False,8,0,0,2,Allee ... ze zijn gemeten en gekeurd ... ons jody en jasmin zijn veruit de mooiste 🤩 maar we zijn heel tevreden over dit jaar ... nu op naar het lammerseizoen in december https://t.co/HzYEcrFFme,Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
327,1016048357247193088,985583411833331712,572416d95b25a915,2018-07-08 19:56:20+00:00,nl,No source,"delijn,delijn",everyone,False,0,0,0,1,Ik kreeg zonet een mail van een organisatie die in opdracht van @Delijn een enquete afneemt over hoe tevreden je bent over @Delijn. Probleem: ik ben blind en kan deze niet invullen. Deze site is niet blindvriendelijk.,Belgique,city,Brecht,51.32899025,4.63238675
330,1015149588595068928,347879244,cc3625d1c7796fb0,2018-07-06 08:24:57+00:00,nl,No source,Taschke_S,everyone,False,1,0,0,1,@Taschke_S Nu tevreden 😂😂 https://t.co/DQMBc719u4,Belgique,city,Schoten,51.2700051,4.5041295
334,1013718403889160193,3007820363,32b5676a45d6f607,2018-07-02 09:37:56+00:00,nl,No source,"HenkvanVeen6,walterpeeters3",everyone,False,0,0,0,0,"@HenkvanVeen6 @walterpeeters3 Er is totaal nog niets concreets beslist. Moeten wij daar dan tevreden over zijn als oplossing van de migratie-problematiek.
Doorduwen. #Merkelmussweg",Belgique,city,Rumst,51.0953972,4.41499265
335,1013536067524456454,748427665,1378ba11bdd9d417,2018-07-01 21:33:23+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Madam is niet meer tevreden met haar mand. #cocerspaniel,Belgique,city,Arendonk,51.34244975,5.08487705
338,1034701652484337664,2394221167,2a8a74486cd0d519,2018-08-29 07:17:52+00:00,nl,No source,ChrisLanzberg,everyone,False,3,0,0,0,@ChrisLanzberg Dat is een mens die vooral niet tevreden is met zichzelf! #frustratiebom,Belgique,city,Anvers,51.2605565,4.35819025
339,1034542402827116545,2394221167,2a8a74486cd0d519,2018-08-28 20:45:04+00:00,nl,No source,"ccleeren,PolVDD,FranckenTheo,destandaard,de_NVA,BartSturtewagen",everyone,False,2,0,0,0,"@ccleeren @PolVDD @FranckenTheo @destandaard @de_NVA @BartSturtewagen Wij hebben geen behoefte aan opinies, met de ware gebeurde feiten ben ik meer dan tevreden,maar laat nu juist dat real news dat ik niet meer vind in een papieren gazet!",Belgique,city,Anvers,51.2605565,4.35819025
340,1034033331573272576,270349994,2a8a74486cd0d519,2018-08-27 11:02:12+00:00,nl,No source,No mention,everyone,False,1,0,0,1,"Kappersmodel zijn... altijd leuk!
Lekker koper kleurtje.
Links: voor / Rechts: na #goldwellacedemy #tevreden #nieuwhaar @ Goldwell KMS Academy Antwerp https://t.co/7FMUJyIGDs",Belgique,city,Anvers,51.2605565,4.35819025
342,1033836389698297857,1219125632,2a8a74486cd0d519,2018-08-26 21:59:37+00:00,nl,No source,No mention,everyone,False,0,0,0,0,#StijnVreven niet tevreden na zege van #BeerschotWilrijk bij #ASVGeel in de #CrokyCup https://t.co/p7sCVx023s,Belgique,city,Anvers,51.2605565,4.35819025
343,1033830832115466241,1219125632,2a8a74486cd0d519,2018-08-26 21:37:32+00:00,nl,No source,"NinaArpine,ZurenBurger",everyone,False,2,0,0,0,@NinaArpine @ZurenBurger als hij iets kan lanceren bij de lokale cd&amp;v in antwerpen ben ik al tevreden,Belgique,city,Anvers,51.2605565,4.35819025
349,1033295943204884480,470252969,2a8a74486cd0d519,2018-08-25 10:12:05+00:00,nl,No source,LaStacheQuiRit,everyone,False,0,0,0,0,@StevieD1978 @LaStacheQuiRit Voila. U keert tevreden terug 😉,Belgique,city,Anvers,51.2605565,4.35819025
350,1033088689000407043,470252969,2a8a74486cd0d519,2018-08-24 20:28:31+00:00,nl,No source,"TrailRunningWim,DomiSGT",everyone,False,1,0,0,0,@TrailRunningWim @DomiSGT U keert tevreden terug of zo ?,Belgique,city,Anvers,51.2605565,4.35819025
356,1030708663453925377,70095597,6c958f49cb67ee98,2018-08-18 06:51:09+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Tevreden klant ✔️

#heytens #heytensturnhout #gordijnenopmaat #raamdecoratie #stores #rails #gordijn #interieur #project #realisatie #linnen #house #instahome #wijmetenwijplaatsen #opmaat… https://t.co/xaHxw20wQV",Belgique,city,Mol,51.2382776,5.13871425
357,1030346899931516928,89169581,50a87753238ec07f,2018-08-17 06:53:38+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Jij en jij alleen creëert je eigen leven. 

De meeste mensen zijn zich hier onbewust van en blijven hetzelfde leven voor zichzelf creëren.
Ze zijn niet tevreden maar weigeren de… https://t.co/xoJ1fvyMfG",Belgique,city,Herentals,51.15946015,4.82910865
360,1028897964536868864,321837677,4c9bbfa11e396ed1,2018-08-13 06:56:05+00:00,nl,No source,No mention,everyone,False,1,0,0,0,Een tevreden klant met veel nieuwe opbergruimte en een prachtige badkamer. https://t.co/wogIBSsPYf https://t.co/KKpGKCnR0a,Belgique,city,Mortsel,51.175232550000004,4.4583958500000005
363,1027880781593669633,136303256,6d6198a460e4073a,2018-08-10 11:34:10+00:00,nl,No source,"adevaere,ZE_ZEBRA_ZA",everyone,False,0,0,0,0,"@adevaere @ZE_ZEBRA_ZA Ik heb er geen probleem mee dat kosten worden doorgerekend, maar dan alle kosten, ook die gepaard gaan met gedoe met cash geld. En dat zal met de huidige maatregel de facto gebeuren en dus ben ik tevreden",Belgique,city,Malines,51.0348807,4.45953225
368,1027188341748518912,576459399,2a8a74486cd0d519,2018-08-08 13:42:39+00:00,nl,No source,"VoiceVL,BuysKimberly,AnnSophieDuyck",everyone,False,3,0,1,0,"2 @VoiceVL ambassadrices vandaag in actie op EK #Glasgow18. @BuysKimberly nam revanche en stoot door naar halve finale #goKimberly ;@AnnSophieDuyck niet tevreden mt 11e pl, maar geeft mooi oprecht interview. Ontgoocheling hoort ook bij topsport.  Trots! https://t.co/SA00JNnrQe",Belgique,city,Anvers,51.2605565,4.35819025
389,1042449850602868738,838057103948402688,2a8a74486cd0d519,2018-09-19 16:26:26+00:00,nl,No source,stinkybrando,everyone,False,0,0,0,0,@stinkybrando Zolang ik peki nog mag gebruiken ben ik tevreden,Belgique,city,Anvers,51.2605565,4.35819025
390,1042147378348871680,810593591844335616,52e0f89ce306d8eb,2018-09-18 20:24:31+00:00,nl,No source,No mention,everyone,False,0,0,0,1,"Erik,ik denk al een hele tijd aan louter  POLITIEKE STAKINGEN,telkens in gang gezet door de rode hesjes⁉️😈😈😈En op de weddes van loodsen als dusdanig ,ben ik ook niet jaloers,maar ik wil enkel maar zeggen,dat je eens moet tevreden zijn !!Groeten 👋👋👋 https://t.co/uWsdaLuoUF",Belgique,city,Turnhout,51.32898145,4.93672415
392,1041623691233243138,89169581,50a87753238ec07f,2018-09-17 09:43:35+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"De  realiteit waar we ons op dit moment in bevinden,  
heb je zelf gecreëerd.  

Ben je er tevreden mee of zijn er dingen die je anders zou willen? 
Ga ze gewoon veranderen!  
Ieder van… https://t.co/ZxgajzYtCC",Belgique,city,Herentals,51.15946015,4.82910865
395,1041222816224436224,452142095,6d6198a460e4073a,2018-09-16 07:10:39+00:00,nl,No source,nicovanbost,everyone,False,1,0,0,0,"@nicovanbost Thanks Topper jij ook proficiat, ben heel tevreden, nu nog een koppeltijdrit en dan effe rusten 😇🔝👍🏻",Belgique,city,Malines,51.0348807,4.45953225
401,1039768269073403904,518459512,2a8a74486cd0d519,2018-09-12 06:50:47+00:00,nl,No source,No mention,everyone,False,17,0,0,3,"Ik zou een feestje kunnen geven, want ik heb een boekhouder gevonden voor mijn zaak. Maar gezien wat mij dat kost moet iedereen tevreden zijn met een glas kraantjeswater.",Belgique,city,Anvers,51.2605565,4.35819025
407,1036672560711303170,360057322,766eb1a29430dcd7,2018-09-03 17:49:33+00:00,nl,No source,No mention,everyone,False,4,0,0,0,"Eerste cross weekend zit er weer op. Zaterdag 4de/45, en zondag een mindere start en minder dagje op de fiets met als resultaat 16/56 . Toch tevreden van mijn topgevoel op zaterdag😁 #nanodt #bebrave https://t.co/MjnRpm0h0f",Belgique,city,Beerse,51.3088037,4.83093185
409,1035975154684362752,459472450,50a87753238ec07f,2018-09-01 19:38:19+00:00,nl,No source,No mention,everyone,False,3,0,0,0,"Het is weer kermis in #Herentals.  Goed weer, een volle markt. Wat meer mag een tevreden schepen nog verwachten ... https://t.co/L3NqPdTn0k",Belgique,city,Herentals,51.15946015,4.82910865
414,1057326168989462535,1012361312028983299,2a8a74486cd0d519,2018-10-30 17:39:37+00:00,nl,No source,No mention,everyone,False,0,2,0,0,Van die mensen die nooit tevreden zijn,Belgique,city,Anvers,51.2605565,4.35819025
422,1055160729505021952,14331409,d86135fcc7494913,2018-10-24 18:14:56+00:00,nl,No source,MrJiri,everyone,False,1,0,0,0,@MrJiri Ja maar mijn vrouw vindt het raar want ze heeft heel veel vriendinnen en collega's die er ook patiënt zijn en heel tevreden zijn. Als het dan onterechte beschuldigingen zijn dan is het wel erg voor hem. Carrière om zeep.,Belgique,city,Vorselaar,51.21709475,4.7804085999999995
425,1054418936484237313,485913072,fc1fd0b275839b91,2018-10-22 17:07:19+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Voor de eerste keer in mijn leven naar een andere kapper geweest en voor de eerste keer ook écht tevreden met het resultaat 💇✂ https://t.co/KfQeyG9LUv,Belgique,city,Westerlo,51.1058565,4.88067955
426,1054296249300606976,725968467023765504,50a87753238ec07f,2018-10-22 08:59:48+00:00,nl,No source,carpediemwilms,everyone,False,1,0,0,1,@carpediemwilms Ik pleit voor hervorming van de democratie. Wie wint wordt baas voor 4 in plaats van 6 jaar. Gedaan met coalities. Voer je programma uit. Na 4 jaar niet tevreden anderen krijgen hun kans.,Belgique,city,Herentals,51.15946015,4.82910865
427,1054103528183074819,548591530,2a8a74486cd0d519,2018-10-21 20:14:00+00:00,nl,No source,No mention,everyone,False,1,0,0,0,"Ben nog altijd alles behalve tevreden met m’n lichaam/uiterlijk, maar ben wel trots op mezelf dat ik stappen aan het zetten ben om dit te verbeteren",Belgique,city,Anvers,51.2605565,4.35819025
436,1052321560093175809,1219125632,2a8a74486cd0d519,2018-10-16 22:13:05+00:00,nl,No source,No mention,everyone,False,0,0,0,0,#SimonMignolet tevreden met kans die hij kreeg van #RobertoMartinez tijdens #BELNED https://t.co/bmfPVcqBdi,Belgique,city,Anvers,51.2605565,4.35819025
437,1052268170856292354,999528524,93cf055ffd38eca2,2018-10-16 18:40:56+00:00,nl,No source,No mention,everyone,False,2,0,0,0,"Seizoen 2018 ✅. 
Ups en Downs zoals het altijd gaat in het leven maar toch denk ik dat ik tevreden mag terug kijken naar het nu afgelopen seizoen. 

2 Overwinningen (Betekom &amp; PK)
3 x… https://t.co/mnEQ7Y8WVH",Belgique,city,Heist-op-den-Berg,51.06307435,4.73861265
448,1051528276181704705,2394221167,e9347d8254723781,2018-10-14 17:40:52+00:00,nl,No source,"varmays,groen,WouterVanBesien,WouterVanBesien,BeelsJinnih",everyone,False,5,0,0,1,"@varmays @groen @WouterVanBesien Ik ben zeer tevreden, vooral omdat @WouterVanBesien &amp; @BeelsJinnih nu een toontje lager zullen moeten kwelen, hun hypocriete uitlatingen werden afgestraft!😉",Belgique,city,Geel,51.1658325,4.98608555
453,1050994865012654080,3331702445,2a8a74486cd0d519,2018-10-13 06:21:17+00:00,nl,No source,"christophe_decl,kristofbroos",everyone,False,1,0,0,0,"Proficiat @christophe_decl @kristofbroos jullie zijn top Houdini’s, Larry Bird is een tevreden klant! Vanaf maandag kunnen jullie de fles afhalen in de shared Office 5029 #colruytgroupie #traineeship https://t.co/mPkEj3ubUb",Belgique,city,Anvers,51.2605565,4.35819025
455,1050277069333106688,357661264,2a8a74486cd0d519,2018-10-11 06:49:01+00:00,nl,No source,No mention,everyone,False,1,0,0,0,Ik HAAT het als mijn zakken piepklein of gewoon dichtgestikt zijn (THE NERVE!) en de zakken van het jeansvestje doen de zakken waarvan ik ooit tevreden mee was verbleken met de confronterende gedachte: ik had nooit echt goede zakken. 😭😭😭,Belgique,city,Anvers,51.2605565,4.35819025
466,1048318567312240640,291809628,e9347d8254723781,2018-10-05 21:06:37+00:00,nl,No source,"BlubTweePuntEen,grabberke,grietje_grubbel,ann_dente,contaminick,bartjr1",everyone,False,0,0,0,0,@TamaraOstach @BlubTweePuntEen @grabberke @grietje_grubbel @ann_dente @contaminick @BartJr1 Stopcontact is tevreden.,Belgique,city,Geel,51.1658325,4.98608555
467,1048208961952866305,965520500687503361,6d6198a460e4073a,2018-10-05 13:51:05+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Net voor #lunchtijd binnen 1 minuut het gasten oproepsysteem geïnstalleerd. Binnen 5 minuten zagen wij duidelijk resultaat; tevreden gasten, tevreden medewerkers, snelle #doorloopsnelheid,… https://t.co/ELYLH2gsdc",Belgique,city,Malines,51.0348807,4.45953225
469,1048172696377483264,492033159,2a8a74486cd0d519,2018-10-05 11:26:59+00:00,nl,No source,"atvbe,peeters_kris1",everyone,False,8,4,0,1,Debat @atvbe: “Het zou onverstandig zijn om terug te komen op wet mayor die havenarbeid regelt: @peeters_kris1 slaagde er in om EU tevreden te stellen &amp; met vakbonden tot verantwoordelijke beslissing te komen: chapeau. Over logistieke arbeid m goed onderhandeld worden in overleg. https://t.co/mft0Bfrn65,Belgique,city,Anvers,51.2605565,4.35819025
472,1047924702730248192,252987364,9f0e9137cfd3310b,2018-10-04 19:01:33+00:00,nl,No source,industrialfairs,everyone,False,3,0,0,0,#abisssummit was een succes met tevreden bezoekers en standhouders en met heel wat Agoria leden @industrialfairs https://t.co/Gvu6kMe7Vf,Belgique,city,Schelle,51.1233743,4.3428874
473,1047842218239770624,301363229,2a8a74486cd0d519,2018-10-04 13:33:47+00:00,nl,No source,"ann_de_bisschop,medialaan",everyone,False,4,1,0,0,"Is een #welzijnsbeleid een kost? Niets doen is pas duur. Wie zich goed voelt, gaat met goesting werken en werkt 20% productiever, zorgt voor 12% meer tevreden klanten en 6% meer winst. - @ann_de_bisschop (@MEDIALAAN) op het #hrseminarnostress https://t.co/IFAmCFYyGB",Belgique,city,Anvers,51.2605565,4.35819025
475,1047613834817679361,2875460373,2a8a74486cd0d519,2018-10-03 22:26:16+00:00,nl,No source,No mention,everyone,False,1,1,0,1,80% van de Antwerpenaar is tevreden van de huidige politiewerking ??? Als je ze belt voor een inbraak die bezig is komen ze gewoon niet opdagen !,Belgique,city,Anvers,51.2605565,4.35819025
476,1047520053481148417,826768798208425986,ae44346ec2fc3373,2018-10-03 16:13:37+00:00,nl,No source,No mention,everyone,False,2,0,0,0,“We zijn moe maar heel tevreden.” Dat is ook de mening van de AP-onderzoekers die deelnamen aan #Supernova18. 👍😴 https://t.co/I4HxxewBJe,Belgique,city,Lille,51.25304465000001,4.8346966
478,1047467740599132160,2875460373,2a8a74486cd0d519,2018-10-03 12:45:45+00:00,nl,No source,No mention,everyone,False,2,1,0,0,Dat beke met alles en met iedereen in coalitie wil gaan behalve met pvda is geweten...we zien dan nu ook de gevolgen van de coalitie die hij is aangegaan met nva...echt iedereen is daar tevreden over,Belgique,city,Anvers,51.2605565,4.35819025
479,1047429266399539200,365931144,2a8a74486cd0d519,2018-10-03 10:12:52+00:00,nl,No source,VBenad,everyone,False,0,0,0,1,"@VBenad Nee hoor, bewoners vaak ook heel tevreden. Maar sommigen waren liever thuis blijven wonen en toch gedwongen door kinderen. Dat blijft schrijnend.",Belgique,city,Anvers,51.2605565,4.35819025
480,1047175434889322496,863561672,2a8a74486cd0d519,2018-10-02 17:24:13+00:00,nl,No source,WDooren,everyone,False,0,0,0,1,"@WDooren Ze: mensen die vragen om hun dankbaar te zijn en dat ik tevreden moet zijn dat ze mij tolereren.
Wij: nieuwe generatie die in tegenstelling van oude generatie verwend is. 
Toch heel duidelijk als je aan begrijpend lezen doet?",Belgique,city,Anvers,51.2605565,4.35819025
484,1046812109219225600,748427665,1378ba11bdd9d417,2018-10-01 17:20:30+00:00,nl,No source,Werkenambuzorg,everyone,False,1,0,0,0,Mijn vrouwtje Cindy Bierens die mooie gekregen van een heel tevreden en lieve patiënt @Werkenambuzorg https://t.co/XB0VAqqiwJ,Belgique,city,Arendonk,51.34244975,5.08487705
488,1067759512751345665,573441805,2a8a74486cd0d519,2018-11-28 12:38:00+00:00,nl,No source,"GeertNoels,Bert_VdA",everyone,False,0,0,0,0,@GeertNoels @Bert_VdA En de andere honderdduizenden zijn waarschijnlijk wel tevreden.  Een juiste twitterfilter helpt...,Belgique,city,Anvers,51.2605565,4.35819025
490,1067532534601388032,47395171,18816e8a2c82bdb1,2018-11-27 21:36:04+00:00,nl,No source,GeertNoels,everyone,False,1,0,0,1,"@GeertNoels Mooi idd hoe iedereen wél tevreden is over de treinbegeleiders. Toont hun hart voor hun job en voor de reizigers, zeker gezien de omstandigheden. Daarom ook dat ik de “nmbs” vernoemde en doelde op de maatschappij.",Belgique,city,Bonheiden,51.0185107,4.568959700000001
