,tweet_id,user_id,location_id,created_at,language,source,tweet_mentions,reply_settings,possibly_sensitive,like_count,retweet_count,quote_count,reply_count,text,country,place_type,location_geo,longitude,latitude
43,957379541265154049,2183646605,6ca22bdb2d344523,2018-01-27 22:27:24+00:00,nl,No source,No mention,everyone,False,7,3,0,0,Toch wel gelukkig atm 🙊,Belgique,city,Puurs,51.064256099999994,4.3045536
45,957342862328451074,1533431611,572416d95b25a915,2018-01-27 20:01:39+00:00,nl,No source,No mention,everyone,False,3,0,0,1,Mijn zus zo gelukkig zien maakt mij echt zo blij 🙈❤️,Belgique,city,Brecht,51.32899025,4.63238675
47,957306786704494594,149614353,0a25d830ec1e8339,2018-01-27 17:38:18+00:00,nl,No source,No mention,everyone,False,0,0,0,1,"Ik kreeg net tijdens het lopen door al die boszuurstof zoveel inspiratie dat ik alle binnenkomende ideeën snel op een video aan mezelf heb gezet. 
Gelukkig enkel eekhoorns in de buurt. En die zijn al wel wat van me gewend. https://t.co/JtBLNzdfLK",Belgique,city,Schilde,51.257782250000005,4.58132635
50,957001561833648128,26833206,6d6198a460e4073a,2018-01-26 21:25:27+00:00,nl,No source,kvmechelen,everyone,False,0,0,0,0,Dit vat het zowat samen @kvmechelen Gelukkig hebben we een supporterslegioen dat blijft geloven 🔥 #youllneverwalkalone #kvmrem #2800love https://t.co/X3u9JZcaaY,Belgique,city,Malines,51.0348807,4.45953225
51,956991511794765824,892388577732173824,cbccad0db97a1fff,2018-01-26 20:45:31+00:00,nl,No source,No mention,everyone,False,0,0,0,1,Nochtans geeft een Nederlands vorser een duidelijke vingerwijzing maar zijn studie wordt doodgezwegen! Gelukkig zijn er de sociale media om ons te overtuigen van de vorser zijn gelijk op basis van cijfers en niet van slogans! https://t.co/QP8XY1fhjW,Belgique,city,Kapellen,51.328623750000006,4.45498255
55,956941735808004096,1971495780,52e0f89ce306d8eb,2018-01-26 17:27:43+00:00,nl,No source,No mention,everyone,False,47,0,0,1,Whiiiiii aangenomen als stagaire op de jeugddienst v Turnhout!!!! Ikke heel gelukkig,Belgique,city,Turnhout,51.32898145,4.93672415
67,956454841215324160,2927240051,6d6198a460e4073a,2018-01-25 09:12:58+00:00,nl,No source,"MarcWyseur,BoornPatrick,InnPeeters,Krid_Stems,Joke1959,MariaVANL,Smets61074268,Brookskim1974,Roosje_48,vdputter,auteur_Remo,josephsneyers,ASchreuder6,krannoot,luckywhey,DesmitPier,WalterMaes2,Meyranne63Ann,jokevandevelde1",everyone,False,2,0,0,0,"@MarcWyseur @BoornPatrick @InnPeeters @Krid_Stems @Zeefilosoof @Joke1959 @MariaVANL @Smets61074268 @Brookskim1974 @Roosje_48 @vdputter @auteur_Remo @josephsneyers @KarinVanRoyen @ASchreuder6 @txtnationsysadm @Nanfra11 @krannoot @luckywhey @DesmitPier @WalterMaes2 @Meyranne63Ann @jokevandevelde1 Manman echt hee ik ben zo gewoon van naar Bonheiden te gaan,gelukkig ni ver van Bonheiden 
Waren just op tijd !Heeft die plek weg gebrand of bevroren,die en gaat het,ik ja voel niks,pascale echt ,ja voel niks dokter nog es met dat staafje,niks ! Nu juist in Otto,ollala,da brand😱",Belgique,city,Malines,51.0348807,4.45953225
71,956237594538455040,461921070,2a8a74486cd0d519,2018-01-24 18:49:43+00:00,nl,No source,No mention,everyone,False,2,0,0,0,"Gelukkig de mens
die niet meegaat met wie kwaad doen,
die de weg van zondaars niet betreedt,
bij spotters niet aan tafel zit #Psalm 1:1",Belgique,city,Anvers,51.2605565,4.35819025
72,956234343189565445,3335434329,03c6dc32cfade603,2018-01-24 18:36:48+00:00,nl,No source,No mention,everyone,False,11,11,0,0,Mijn vriendinnen die gelukkig zijn!!! Makes my dayyy everydayyy,Belgique,city,Kalmthout,51.4031672,4.45964525
75,956087254904201216,720173497356562432,f5ea6a3dfa0853c6,2018-01-24 08:52:19+00:00,nl,No source,de_NVA,everyone,False,0,0,0,0,@de_NVA Gelukkig kan de wever zijn sociale kas in A’pen bijspijzen via de LEZ boetes.,Belgique,city,Zandhoven,51.211777049999995,4.682513950000001
82,955861218744553472,1609028244,a2e38f0f2892c5d8,2018-01-23 17:54:08+00:00,nl,No source,No mention,everyone,False,97,166,0,1,"Ik ben niet ongelukkig, maar ook niet echt gelukkig, snapte? 

Nee ik ook niet",Belgique,city,Boom,51.09326795,4.3728812
90,955530548071591936,60590536,6d6198a460e4073a,2018-01-22 20:00:10+00:00,nl,No source,Elledewee,everyone,False,0,0,0,1,@Elledewee ‘t Is gelukkig nog niet zo erg als jullie buslijn 😳,Belgique,city,Malines,51.0348807,4.45953225
94,955425828413853696,573441805,2a8a74486cd0d519,2018-01-22 13:04:03+00:00,nl,No source,"rudidekerpel,BeelsJinnih",everyone,False,1,0,0,0,@rudidekerpel @BeelsJinnih Gelukkig is A veel meer dan verzuurd Borgerhout...! In de tijd van Borgerocco was het er precies leuker ...!,Belgique,city,Anvers,51.2605565,4.35819025
96,955337942192582657,509190272,d68d5648abfc3294,2018-01-22 07:14:49+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Kheb u jaaaren niet gezien en nu 2 keer in 1 week da maakt mij gelukkig,Belgique,city,Willebroek,51.0505103,4.37433635
103,968576643244707840,856253899040321536,cbccad0db97a1fff,2018-02-27 20:00:41+00:00,nl,No source,No mention,everyone,False,3,2,0,3,Gij maakt mij zo gelukkig 😌😻,Belgique,city,Kapellen,51.328623750000006,4.45498255
108,968503564749459457,367682190,2a8a74486cd0d519,2018-02-27 15:10:18+00:00,nl,No source,No mention,everyone,False,5,1,0,1,"PUNTDICHT

Waarom de #staking plaatsvond,
weet waarschijnlijk niemand echt.
Gelukkig lult de #vakbond, 
al wat stakingskrom is stakingsrecht.",Belgique,city,Anvers,51.2605565,4.35819025
110,968450488487342081,20275700,2a8a74486cd0d519,2018-02-27 11:39:24+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Op weg naar de tandarts, waar het gelukkig best meeviel... #thisisantwerp #nofilter #streetlife… https://t.co/04WHguk28w",Belgique,city,Anvers,51.2605565,4.35819025
112,968403031955001344,371152728,50a87753238ec07f,2018-02-27 08:30:49+00:00,nl,No source,No mention,everyone,False,4,2,1,0,We krijgen vanmorgen heel wat oproepen voor #gasgeur . Het gaat gelukkig niet om een gaslek maar over een klein incident met geurstof. Er is dus géén gevaar.,Belgique,city,Herentals,51.15946015,4.82910865
115,968233278321905665,733666702098092032,2a8a74486cd0d519,2018-02-26 21:16:17+00:00,nl,No source,"podevyns,polr,eerlijkesos,Oscar_and_Moz",everyone,False,1,0,0,1,"@podevyns @polr @eerlijkesos @Oscar_and_Moz Ik probeer al heel mijn leven alles van plongeur, pizzabakker, discjockey, havenarbeider, matroos tot ingenieur en verkoper, elke wereld is boeiend en heeft zijn zwaarte en soms lichtheid , gelukkig maar 😉",Belgique,city,Anvers,51.2605565,4.35819025
118,968194482863857666,201229667,52e0f89ce306d8eb,2018-02-26 18:42:07+00:00,nl,No source,No mention,everyone,False,0,0,0,0,De 10 agendapunten vanuit het schepencollege zijn op even veel minuten al afgerammeld. #gr2300. Gelukkig staan er nog enkele vraagjes geagendeerd.,Belgique,city,Turnhout,51.32898145,4.93672415
119,968126318029262848,87168432,2a8a74486cd0d519,2018-02-26 14:11:15+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Tis hier toch koud hoor... en nu ook dwarrelende sneeuwvlokjes. Het is winter. Gelukkig kunnen we ons al dansend opwarmen !,Belgique,city,Anvers,51.2605565,4.35819025
122,968098289903128576,294238029,2a8a74486cd0d519,2018-02-26 12:19:53+00:00,nl,No source,No mention,everyone,False,1829,29,2,27,"Al van kleins af aan voelde ik dat er iets mis was met mijn lichaam.
Dat ik niet gelukkig was en dat ook nooit zou zijn.
Maar sinds 25 januari 2016 kan ik eindelijk zeggen dat ik gelukkiger ben dan ooit tevoren. 💪🏽
#elklijfeenschoonlijf #ftm https://t.co/IQzpEhg1HG",Belgique,city,Anvers,51.2605565,4.35819025
124,968038618668371969,33494810,6d6198a460e4073a,2018-02-26 08:22:46+00:00,nl,No source,No mention,everyone,False,5,0,0,0,Gelukkig hoor je tussen boe en boef weinig verschil https://t.co/duyzun0xMm,Belgique,city,Malines,51.0348807,4.45953225
125,968031784209453057,1608920108,2a8a74486cd0d519,2018-02-26 07:55:37+00:00,nl,No source,MrtnDb,everyone,False,2,0,0,0,"@MrtnDb Geen rijbewijs, wel gelukkig (behalve bij vertragingen en staking ☺)",Belgique,city,Anvers,51.2605565,4.35819025
126,968019453450571776,585738743,0f9888aee48defbf,2018-02-26 07:06:37+00:00,nl,No source,No mention,everyone,False,51,0,0,2,7 jaar lang depressief &amp; angststoornis en nog veel meer problemen maar na 4 weken helemaal alleen naar Korea te zijn geweest en de liefste en leukste mensen te hebben ontmoet is dit de eerste keer in 7 jaar dat ik terug wil leven en mij gelukkig voel ❤️❤️❤️,Belgique,city,Wuustwezel,51.385130950000004,4.611856
128,967906503440130048,177536619,2a8a74486cd0d519,2018-02-25 23:37:47+00:00,nl,No source,No mention,everyone,False,4,0,0,1,"amai, ik ben echt zo gelukkig nu",Belgique,city,Anvers,51.2605565,4.35819025
129,967887853995941888,3111528586,1a02773a6eda2ab1,2018-02-25 22:23:41+00:00,nl,No source,iiSmiley_MT,everyone,False,0,0,0,0,@iiSmiley_MT @snoeksdana @_Marijn_1 @NinaJearn Gelukkig steunt K3 mij,Belgique,city,Oud-Turnhout,51.3199483,5.00983695
135,967848440376983553,770269302,2a8a74486cd0d519,2018-02-25 19:47:04+00:00,nl,No source,No mention,everyone,False,4,1,0,0,Ik geniet echt van mijn mama zo gelukkig te zien,Belgique,city,Anvers,51.2605565,4.35819025
140,967743018139873281,44314977,2a8a74486cd0d519,2018-02-25 12:48:09+00:00,nl,No source,"roelvandommele,DenysJan,crevits",everyone,False,0,0,0,1,"@roelvandommele @DenysJan @crevits @AnnBrusseel Je zal als leerling maar opgescheept zitten met die uitgebluste opgebrande leerkracht die zich iedere dag naar de school sleept in afwachting van het pensioen.

Gelukkig dat dit voor het hogere democratische goed is.",Belgique,city,Anvers,51.2605565,4.35819025
141,967723442152902657,155503087,beef10110d8ebbb8,2018-02-25 11:30:22+00:00,nl,No source,PolarGlobal,everyone,False,0,0,0,0,"Leuk, looptraining in de zon tijdens badminton tornooi jeugd, wel onderweg de weg kwijt. Gelukkig wijst @PolarGlobal de weg terug",Belgique,city,Sint-Katelijne-Waver,51.0623327,4.5360727999999995
143,967681826075660288,811701066,6d6198a460e4073a,2018-02-25 08:45:00+00:00,nl,No source,kvmechelen,everyone,False,12,0,0,0,Mijn gsm is kapot gevallen omdat ik veel te gelukkig was dat @kvmechelen scoorde 🙃,Belgique,city,Malines,51.0348807,4.45953225
145,967603650129530880,733666702098092032,2a8a74486cd0d519,2018-02-25 03:34:22+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"Gelukkig zijn er nog ondernemers in dit land die durven investeren in duurzame energie, omzetting van energie van een windmolenpark in waterstof, ik hoop dat het hem lukt .",Belgique,city,Anvers,51.2605565,4.35819025
147,967474245533143040,230857049,2a8a74486cd0d519,2018-02-24 19:00:09+00:00,nl,No source,"Anarchazazel,GeertNoels,YLeterme,tijd",everyone,False,0,0,0,0,@Anarchazazel @GeertNoels @YLeterme @tijd Inderdaad...'gelukkig' is er politieke wil en moed in overvloed vanuit de islam...,Belgique,city,Anvers,51.2605565,4.35819025
150,967440896290705410,895256488389873665,2a8a74486cd0d519,2018-02-24 16:47:38+00:00,nl,No source,No mention,everyone,False,0,1,0,0,"honden worden gedumpt, katten worden gedumpt, maar kennelijk worden ook haantjes gewoon op straat gezet om wat voor reden dan ook (en die reden kan niet goed zijn). arme beestjes. gelukkig heb ik altijd wat strooivoer met maïs bij zodat ze toch iets te knabbelen hebben... https://t.co/mPtgsqRqUR",Belgique,city,Anvers,51.2605565,4.35819025
152,967423095752613888,3121031667,18816e8a2c82bdb1,2018-02-24 15:36:54+00:00,nl,No source,"JoeriDevuyst,YTielemans,AS_Monaco,ToulouseFC",everyone,False,1,0,0,1,@JoeriDevuyst @ytielemans @AS_Monaco @ToulouseFC @ElevenBE_nl dus is hij er gelukkig niet vertrokken 😉,Belgique,city,Bonheiden,51.0185107,4.568959700000001
153,967342912634871808,3381762623,2a8a74486cd0d519,2018-02-24 10:18:17+00:00,nl,No source,Birthdaygirl81,everyone,False,1,0,0,0,@Birthdaygirl81 Zo veel was het gelukkig niet! 😂😂😂,Belgique,city,Anvers,51.2605565,4.35819025
155,967296454757928961,778983308390703104,d4981b9e9f0695b5,2018-02-24 07:13:40+00:00,nl,No source,No mention,everyone,False,7,0,2,1,Gisteravond tot 11 u bezig geweest met het optimaliseren vh stalklimaat ... bij de kleintjes hebben we het erg moeilijk om de warmte te behouden ... gelukkig werden we met raad bijgestaan 💞 ter controle om 2 u even gecheckt 👍 https://t.co/Gv5v9R5D2c,Belgique,city,Hoogstraten,51.440363500000004,4.7586089000000005
160,967157027373047809,2342755427,2a8a74486cd0d519,2018-02-23 21:59:38+00:00,nl,No source,No mention,everyone,False,17,25,0,0,Ben zo gelukkig man,Belgique,city,Anvers,51.2605565,4.35819025
161,967117517901762560,3381762623,2a8a74486cd0d519,2018-02-23 19:22:39+00:00,nl,No source,"DeWaaslandwolf,HVaerendonck,TomDeeCee",everyone,False,1,0,0,1,@DeWaaslandwolf @HVaerendonck @TomDeeCee Zet da eens op papier voor ons ma! Ik en wijsheid in dezelfde zin! Die gaat gelukkig zijn!,Belgique,city,Anvers,51.2605565,4.35819025
165,966792841447002119,510681309,572416d95b25a915,2018-02-22 21:52:30+00:00,nl,No source,No mention,everyone,False,7,9,0,1,"Ik maak me zorgen om jullie. Jullie zijn zo zuur. De leven is mooi, probeer beetje gelukkig te zijn en stop met klagen xx",Belgique,city,Brecht,51.32899025,4.63238675
174,966436822434934785,101754888,2a8a74486cd0d519,2018-02-21 22:17:48+00:00,nl,No source,No mention,everyone,False,0,0,0,0,"En terwijl meneer naar de voetbal keek, maakte ik eten klaar. Gelukkig was er ook wijn. 🍷… https://t.co/t2YRE6h0bf",Belgique,city,Anvers,51.2605565,4.35819025
175,966435293669838848,339629698,ad0818e2fb208dde,2018-02-21 22:11:44+00:00,nl,No source,"m_katoen,LudwigBollaerts",everyone,False,0,0,0,0,"@m_katoen @LudwigBollaerts Ja watte, gelukkig achter een betaalmuur 😕",Belgique,city,Brasschaat,51.3100078,4.49961725
177,966360090499526656,299707585,cc3625d1c7796fb0,2018-02-21 17:12:54+00:00,nl,No source,No mention,everyone,False,5,0,0,3,"Iemand gaf me vandaag een compliment. Ik was zo overprikkeld dat ik niet meer weet wie. Gelukkig is het compliment zelf wel bijgebleven. 😊 Een prikkelarme school, bestaat dat?",Belgique,city,Schoten,51.2700051,4.5041295
179,966301608194854917,1719636517,fdcd591ad1a5ebdf,2018-02-21 13:20:31+00:00,nl,No source,No mention,everyone,False,0,0,0,0,En net datgene wat mij gelukkig maakt pakken ze me elke keer weer af,Belgique,city,Essen,51.44882545,4.463723
188,965999024930263041,531197400,6d6198a460e4073a,2018-02-20 17:18:09+00:00,nl,No source,No mention,everyone,False,3,0,0,0,M’n mama is ‘gelukkig maar’ hardhorig maar ik merk al bij haar en bij andere jong groen leden hoe hun hoorproblemen  engagement bemoeilijkt en je sociaal kan isoleren. Laat staan voor dove personen met VGT. Er zijn dus dringend meer tolkuren nodig! https://t.co/ontj8fyWib,Belgique,city,Malines,51.0348807,4.45953225
190,965929111813328896,430951680,2a8a74486cd0d519,2018-02-20 12:40:21+00:00,nl,No source,No mention,everyone,False,0,0,0,0,@verdonck_bjarne gelukkig ben jij een genie,Belgique,city,Anvers,51.2605565,4.35819025
197,965653692253917184,452169650,ccb4c89bf2d30a00,2018-02-19 18:25:55+00:00,nl,No source,No mention,everyone,False,0,0,0,1,"Gaan paardrijden, er bijna afvallen door een keffertje op het ruiterpad en daar droomt ge dan over he.

Hatelijk, gelukkig niet pijnlijk. https://t.co/PhMFLe84WX",Belgique,city,Stabroek,51.326901199999995,4.37154785
199,965612574300688384,892388577732173824,cbccad0db97a1fff,2018-02-19 15:42:32+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Zullen daar niet gelukkig mee zijn! https://t.co/YLzqVN1NV4,Belgique,city,Kapellen,51.328623750000006,4.45498255
201,979805000640626688,339629698,ad0818e2fb208dde,2018-03-30 19:38:10+00:00,nl,No source,IENouwen,everyone,False,2,0,0,0,@IENouwen Gelukkig moet de Sus dit niet meemaken 😕,Belgique,city,Brasschaat,51.3100078,4.49961725
202,979795916377993222,561879542,1e35b5b987da70cf,2018-03-30 19:02:04+00:00,nl,No source,"vadderiVRT,johncrombez,NoelSlangen,bertbultinck,canvastv",everyone,False,0,0,0,0,@vadderiVRT @johncrombez @NoelSlangen @bertbultinck @canvastv Gelukkig zijn er studiogasten die wel peilingresultaten kunnen interpreteren of althans rapporteren.  #deafspraak #ivandevadder,Belgique,city,Zwijndrecht,51.223332049999996,4.3237290999999995
205,979785057287245825,3123366100,2a8a74486cd0d519,2018-03-30 18:18:55+00:00,nl,No source,"terzaketv,RudiVranckx",everyone,False,4,2,0,0,Hoe waanzinnig is deze wereld?  Zie @terzaketv.  Gelukkig is er een man als @RudiVranckx die de juiste vragen stelt.,Belgique,city,Anvers,51.2605565,4.35819025
208,979744163372691458,22938607,cc3625d1c7796fb0,2018-03-30 15:36:25+00:00,nl,No source,"zomer_jan,mdewidt,fredbergman,pronkie002,MichaelSmit90,JJHoogduin,ilmol92,aarclay",everyone,False,4,0,0,1,@zomer_jan @mdewidt @fredbergman @pronkie002 @MichaelSmit90 @JJHoogduin @ilmol92 @aarclay Gelukkig ben ikmet de Thalys vandaag,Belgique,city,Schoten,51.2700051,4.5041295
209,979716256721965057,3123366100,2a8a74486cd0d519,2018-03-30 13:45:32+00:00,nl,No source,"VermeylenS,mamiracoli",everyone,False,1,0,0,0,"@VermeylenS @mamiracoli Ik ken dat.  Telkens ik met de vereniging huisbezoeken doe (gelukkig maar 2X per maand) maak ik het mee dat ik met ingehouden woede verhalen aanhoor en de persoon moet tegenspreken.  En echt, met mijn karakter......Ik doe dat niet met plezier.  Integendeel",Belgique,city,Anvers,51.2605565,4.35819025
212,979624141220401152,1890269983,572416d95b25a915,2018-03-30 07:39:30+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Toch wel gelukkig 🙈,Belgique,city,Brecht,51.32899025,4.63238675
214,979463042181357568,337715059,6d6198a460e4073a,2018-03-29 20:59:21+00:00,nl,No source,No mention,everyone,False,3,0,0,0,Wij hebben dit vorige zomer gedaan en dat is een van de mooiste dingen dat ik al gedaan heb. Zoveel liefde van die beestje.Tis hard maar het is zo mooi om die beestjes te zien groeien en ze gelukkig te zien. En dan ze gelukkig te zien vertrekken naar hun droomfamilie❤️pls ❤️ https://t.co/vIBx2FdDpO,Belgique,city,Malines,51.0348807,4.45953225
218,979415555437465600,3123366100,2a8a74486cd0d519,2018-03-29 17:50:39+00:00,nl,No source,"Marianne041058,HLN_BE,PrinsLaurent_BE",everyone,False,1,0,0,0,"@DieterDeRouck @Marianne041058 @HLN_BE @PrinsLaurent_BE Koning is een symbool waar momenteel, gelukkig, iedere gemeenschap akkoord mee gaat.  Ik heb zelf geen pasklare oplossing.  Wil er wel altijd eens over praten bij een thee/koffie od Spa-rood ;-))",Belgique,city,Anvers,51.2605565,4.35819025
225,978998523478855681,60395326,2a8a74486cd0d519,2018-03-28 14:13:31+00:00,nl,No source,"PeterBruyninckx,verkeerscentrum,VSVerkeerskunde",everyone,False,3,0,0,1,Boeiende rondleiding door @PeterBruyninckx doorheen het Vlaams @verkeerscentrum met dank aan @VSVerkeerskunde - Gelukkig nu wel met de trein naar huis...,Belgique,city,Anvers,51.2605565,4.35819025
231,978679077635874817,203885659,cc3625d1c7796fb0,2018-03-27 17:04:09+00:00,nl,No source,"avcvdb,telegraaf",everyone,False,0,0,0,0,@avcvdb @telegraaf Gelukkig maar. Nu nog beboeten en vergunning schorsen,Belgique,city,Schoten,51.2700051,4.5041295
232,978663299482116097,1546309309,2a8a74486cd0d519,2018-03-27 16:01:27+00:00,nl,No source,"RikHoeree,AnnickDeRidder",everyone,False,1,0,0,1,"@RikHoeree @AnnickDeRidder Over de hele wereld vind je gelukkig gelukkige OV gebruikers: https://t.co/6oaYT48pFM. 
En wat mijn keuze betreft: was misschien gewoon #slimmemobiliteit? En leefde ik op kleinere voet dan die trotse automobilisten. Als we allemaal een grote voet willen, staan we allemaal stil... https://t.co/So7tQYm198",Belgique,city,Anvers,51.2605565,4.35819025
233,978657666196295680,2913600315,6a52fb3c0e4f7863,2018-03-27 15:39:04+00:00,nl,No source,NOS,everyone,False,0,0,0,0,"Er was een mooi land die Nederland heet en toen ging alles een beetje ""te"" tolerant...Er werden wij al lang niet gelukkig 😭😭😭  @NOS we kijken na en wat doen we dan????😔 https://t.co/FzbqMFA5au",Belgique,city,Duffel,51.09475725,4.5201066999999995
239,978336499480645638,733666702098092032,2a8a74486cd0d519,2018-03-26 18:22:52+00:00,nl,No source,"tombogman,VandecruysSarah",everyone,False,0,0,0,0,@tombogman @VandecruysSarah Gelukkig staan ze meer aan de grond 😉,Belgique,city,Anvers,51.2605565,4.35819025
240,978319882747080705,733666702098092032,2a8a74486cd0d519,2018-03-26 17:16:51+00:00,nl,No source,PaulSoete,everyone,False,1,1,0,0,"@PaulSoete De Nederlandse staat heeft inmiddels met hun aankoop van de F-35 al een geweldige deal gedaan, ze krijgen nu al twee vliegtuigen minder voor dezelfde prijs, gelukkig zijn de Belgen slimmer 😉",Belgique,city,Anvers,51.2605565,4.35819025
242,978282496755367936,560554607,1e35b5b987da70cf,2018-03-26 14:48:17+00:00,nl,No source,No mention,everyone,False,5,11,0,0,Ik wil gewoon weer écht oprecht gelukkig kunnen zijn,Belgique,city,Zwijndrecht,51.223332049999996,4.3237290999999995
244,978014961476792326,3123366100,2a8a74486cd0d519,2018-03-25 21:05:12+00:00,nl,No source,wimaalten,everyone,False,3,0,0,2,"@wimaalten Ik ben, gelukkig, gevrijwaard van iedere religie.  De godsdienstvrijheid afschaffen is absurd volgens mij.  Van mij mag iedereen geloven zolang hij leeft binnen onze Grondwet en alle andere bestaande wetten. Ik ontmoet een gelovige liever boven- dan ondergronds ;-)",Belgique,city,Anvers,51.2605565,4.35819025
245,978011821012549634,963674950782668803,2a8a74486cd0d519,2018-03-25 20:52:43+00:00,nl,No source,cauwelaert,everyone,False,1,0,0,0,"@cauwelaert Dat heb je dan met expertisen. Elke politicus tracht zich in de dekken met de opninie van een expert of professor. Gelukkig hebben we Cauwelaert nog. Niet spottend bedoeld Rik, ik meen het. Kern van de zaak is, Europa moet beslissen wat ze willen en hoe ze dat gaan verdelen.",Belgique,city,Anvers,51.2605565,4.35819025
250,977968583887212544,698973797676904448,572416d95b25a915,2018-03-25 18:00:54+00:00,nl,No source,No mention,everyone,False,23,14,0,1,Eindelijk ben ik terug gelukkig aan het worden,Belgique,city,Brecht,51.32899025,4.63238675
251,977956237592662016,47635075,2a8a74486cd0d519,2018-03-25 17:11:51+00:00,nl,No source,No mention,everyone,False,3,0,0,1,Ik heb het even nagekeken en helaas moet ik vaststellen dat ik effectief van ‘77 ben en niet van ‘91.  Mijn houdbaarheid is gelukkig wel langer dan een high tech gevechtsvliegtuig dat in oorlogssituaties ingezet wordt.  Ik ben voorlopig nog niet aan vervanging toe.,Belgique,city,Anvers,51.2605565,4.35819025
255,977731137975083013,823242681442828289,2a8a74486cd0d519,2018-03-25 02:17:23+00:00,nl,No source,No mention,everyone,False,0,0,0,0,Fakka gelukkig 💍 https://t.co/jY0PNXfBDm,Belgique,city,Anvers,51.2605565,4.35819025
259,977607825538125829,494264460,4c735a49b5ce2747,2018-03-24 18:07:23+00:00,nl,No source,No mention,everyone,False,4,0,0,0,Ik was echt in paniek toen die vrouw achter mij flauw viel. Ik en mijn vriend begonnen ommidelijk naar het podium te zwaaien en alle geluk begonnen en nog mensen mee te doen. Gelukkig zag Luke dat er iets niet klopte en kwam er snel staff bij #5SOS3Antwerp,Belgique,city,Edegem,51.1587375,4.43044555
260,977605531933306880,2838024851,03c6dc32cfade603,2018-03-24 17:58:16+00:00,nl,No source,No mention,everyone,False,4,1,0,0,Lang geleden dat ik nog zo rustig en gelukkig ben geweest,Belgique,city,Kalmthout,51.4031672,4.45964525
